champion,picked,side,order,team,enemy,game,position,player,fb,kills,deaths,assists,date,won,time,penta,stage
SYNDRA,False,R,4,FNC,LNG,1,BAN,BAN,False,0,0,0,2023-10-19,False,00:29:07,0,SWISS
NEEKO,False,R,5,FNC,LNG,1,BAN,BAN,False,0,0,0,2023-10-19,False,00:29:07,0,SWISS
XAYAH,True,B,1,BLG,KT,1,ADC,ELK,False,6,2,12,2023-10-19,True,00:45:13,0,SWISS
MAOKAI,True,B,2,BLG,KT,1,JUNGLE,XUN,False,6,2,12,2023-10-19,True,00:45:13,0,SWISS
JAYCE,True,B,3,BLG,KT,1,MID,YAGAO,False,3,3,13,2023-10-19,True,00:45:13,0,SWISS
RELL,True,B,4,BLG,KT,1,SUPPORT,ON,False,0,2,17,2023-10-19,True,00:45:13,0,SWISS
K'SANTE,True,B,5,BLG,KT,1,TOP,BIN,False,5,1,10,2023-10-19,True,00:45:13,0,SWISS
RAKAN,True,R,1,KT,BLG,1,SUPPORT,LEHENDS,False,0,1,5,2023-10-19,False,00:45:13,0,SWISS
TALIYAH,True,R,2,KT,BLG,1,MID,BDD,False,2,5,3,2023-10-19,False,00:45:13,0,SWISS
KAI'SA,True,R,3,KT,BLG,1,ADC,AIMING,True,5,5,3,2023-10-19,False,00:45:13,0,SWISS
ZAC,True,R,4,KT,BLG,1,JUNGLE,CUZZ,False,1,4,3,2023-10-19,False,00:45:13,0,SWISS
AATROX,True,R,5,KT,BLG,1,TOP,KIIN,False,2,5,4,2023-10-19,False,00:45:13,0,SWISS
RUMBLE,False,B,1,BLG,KT,1,BAN,BAN,False,0,0,0,2023-10-19,True,00:45:13,0,SWISS
AZIR,False,B,2,BLG,KT,1,BAN,BAN,False,0,0,0,2023-10-19,True,00:45:13,0,SWISS
ORIANA,False,B,3,BLG,KT,1,BAN,BAN,False,0,0,0,2023-10-19,True,00:45:13,0,SWISS
RENEKTON,False,B,4,BLG,KT,1,BAN,BAN,False,0,0,0,2023-10-19,True,00:45:13,0,SWISS
VI,False,B,5,BLG,KT,1,BAN,BAN,False,0,0,0,2023-10-19,True,00:45:13,0,SWISS
JAX,False,R,1,KT,BLG,1,BAN,BAN,False,0,0,0,2023-10-19,False,00:45:13,0,SWISS
KALISTA,False,R,2,KT,BLG,1,BAN,BAN,False,0,0,0,2023-10-19,False,00:45:13,0,SWISS
NEEKO,False,R,3,KT,BLG,1,BAN,BAN,False,0,0,0,2023-10-19,False,00:45:13,0,SWISS
ALISTAR,False,R,4,KT,BLG,1,BAN,BAN,False,0,0,0,2023-10-19,False,00:45:13,0,SWISS
NAUTILUS,False,R,5,KT,BLG,1,BAN,BAN,False,0,0,0,2023-10-19,False,00:45:13,0,SWISS
ORIANA,True,B,1,NRG,TL,1,MID,PALAFOX,True,8,0,11,2023-10-20,True,00:31:34,0,SWISS
SEJUANI,True,B,2,NRG,TL,1,JUNGLE,CONTRACTZ,False,3,2,10,2023-10-20,True,00:31:34,0,SWISS
JAX,True,B,3,NRG,TL,1,TOP,DHOKLA,False,5,1,5,2023-10-20,True,00:31:34,0,SWISS
SENNA,True,B,4,NRG,TL,1,ADC,FBI,False,5,1,11,2023-10-20,True,00:31:34,0,SWISS
TAHM KENCH,True,B,5,NRG,TL,1,SUPPORT,IGNAR,False,1,0,13,2023-10-20,True,00:31:34,0,SWISS
SYNDRA,True,R,1,TL,NRG,1,MID,APA,False,0,9,3,2023-10-20,False,00:31:34,0,SWISS
KALISTA,True,R,2,TL,NRG,1,ADC,YEON,False,1,3,1,2023-10-20,False,00:31:34,0,SWISS
VIEGO,True,R,3,TL,NRG,1,JUNGLE,PYOSIK,False,2,0,1,2023-10-20,False,00:31:34,0,SWISS
K'SANTE,True,R,4,TL,NRG,1,TOP,SUMMIT,False,1,4,1,2023-10-20,False,00:31:34,0,SWISS
RELL,True,R,5,TL,NRG,1,SUPPORT,COREJJ,False,0,6,2,2023-10-20,False,00:31:34,0,SWISS
ZIGGS,False,B,1,NRG,TL,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:31:34,0,SWISS
NEEKO,False,B,2,NRG,TL,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:31:34,0,SWISS
LEE SIN,False,B,3,NRG,TL,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:31:34,0,SWISS
KENNEN,False,B,4,NRG,TL,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:31:34,0,SWISS
RENATA,False,B,5,NRG,TL,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:31:34,0,SWISS
JAYCE,False,R,1,TL,NRG,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:31:34,0,SWISS
AZIR,False,R,2,TL,NRG,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:31:34,0,SWISS
POPPY,False,R,3,TL,NRG,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:31:34,0,SWISS
KAI'SA,False,R,4,TL,NRG,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:31:34,0,SWISS
XAYAH,False,R,5,TL,NRG,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:31:34,0,SWISS
KAI'SA,True,B,1,C9,LNG,1,ADC,BERSERKER,False,1,3,3,2023-10-20,False,00:32:10,0,SWISS
RAKAN,True,B,2,C9,LNG,1,SUPPORT,ZVEN,False,1,3,4,2023-10-20,False,00:32:10,0,SWISS
SEJUANI,True,B,3,C9,LNG,1,JUNGLE,BLABER,False,2,2,4,2023-10-20,False,00:32:10,0,SWISS
RENEKTON,True,B,4,C9,LNG,1,TOP,FUDGE,False,0,3,3,2023-10-20,False,00:32:10,0,SWISS
SYNDRA,True,B,5,C9,LNG,1,MID,EMENES,False,2,3,2,2023-10-20,False,00:32:10,0,SWISS
LEE SIN,True,R,1,LNG,C9,1,JUNGLE,TARZAN,False,2,0,9,2023-10-20,True,00:32:10,0,SWISS
ALISTAR,True,R,2,LNG,C9,1,SUPPORT,HANG,False,1,1,8,2023-10-20,True,00:32:10,0,SWISS
AZIR,True,R,3,LNG,C9,1,MID,SCOUT,True,7,1,4,2023-10-20,True,00:32:10,0,SWISS
JAX,True,R,4,LNG,C9,1,TOP,ZIKA,False,2,2,4,2023-10-20,True,00:32:10,0,SWISS
TRISTANA,True,R,5,LNG,C9,1,ADC,GALA,False,2,2,7,2023-10-20,True,00:32:10,0,SWISS
KALISTA,False,B,1,C9,LNG,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:32:10,0,SWISS
MAOKAI,False,B,2,C9,LNG,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:32:10,0,SWISS
XAYAH,False,B,3,C9,LNG,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:32:10,0,SWISS
POPPY,False,B,4,C9,LNG,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:32:10,0,SWISS
K'SANTE,False,B,5,C9,LNG,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:32:10,0,SWISS
TALIYAH,False,R,1,LNG,C9,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:32:10,0,SWISS
ORIANA,False,R,2,LNG,C9,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:32:10,0,SWISS
JARVAN IV,False,R,3,LNG,C9,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:32:10,0,SWISS
YONE,False,R,4,LNG,C9,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:32:10,0,SWISS
SYLAS,False,R,5,LNG,C9,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:32:10,0,SWISS
XAYAH,True,B,1,MAD,BDS,1,ADC,CARZZY,False,6,1,7,2023-10-20,True,00:31:47,0,SWISS
GNAR,True,B,2,MAD,BDS,1,TOP,CHASY,False,7,1,3,2023-10-20,True,00:31:47,0,SWISS
RELL,True,B,3,MAD,BDS,1,SUPPORT,HYLISSANG,False,0,5,10,2023-10-20,True,00:31:47,0,SWISS
BEL'VETH,True,B,4,MAD,BDS,1,JUNGLE,ELYOYA,True,3,1,8,2023-10-20,True,00:31:47,0,SWISS
LISSANDRA,True,B,5,MAD,BDS,1,MID,NISQY,False,2,0,10,2023-10-20,True,00:31:47,0,SWISS
ALISTAR,True,R,1,BDS,MAD,1,SUPPORT,LABROV,False,1,4,5,2023-10-20,False,00:31:47,0,SWISS
VI,True,R,2,BDS,MAD,1,JUNGLE,SHEO,False,0,4,6,2023-10-20,False,00:31:47,0,SWISS
KAI'SA,True,R,3,BDS,MAD,1,ADC,CROWNIE,True,0,3,6,2023-10-20,False,00:31:47,0,SWISS
RENEKTON,True,R,4,BDS,MAD,1,TOP,ADAM,False,2,4,1,2023-10-20,False,00:31:47,0,SWISS
AZIR,True,R,5,BDS,MAD,1,MID,NUC,False,5,3,2,2023-10-20,False,00:31:47,0,SWISS
MAOKAI,False,B,1,MAD,BDS,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:31:47,0,SWISS
DARIUS,False,B,2,MAD,BDS,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:31:47,0,SWISS
ORIANA,False,B,3,MAD,BDS,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:31:47,0,SWISS
OLAF,False,B,4,MAD,BDS,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:31:47,0,SWISS
GAREN,False,B,5,MAD,BDS,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:31:47,0,SWISS
KENNEN,False,R,1,BDS,MAD,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:31:47,0,SWISS
RAKAN,False,R,2,BDS,MAD,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:31:47,0,SWISS
KALISTA,False,R,3,BDS,MAD,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:31:47,0,SWISS
JARVAN IV,False,R,4,BDS,MAD,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:31:47,0,SWISS
LEE SIN,False,R,5,BDS,MAD,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:31:47,0,SWISS
XAYAH,True,B,1,FNC,GAM,1,ADC,NOAH,False,8,1,2,2023-10-20,True,00:24:06,0,SWISS
AZIR,True,B,2,FNC,GAM,1,MID,HUMANOID,False,2,0,10,2023-10-20,True,00:24:06,0,SWISS
RENEKTON,True,B,3,FNC,GAM,1,TOP,OSCARININ,False,7,3,1,2023-10-20,True,00:24:06,0,SWISS
RELL,True,B,4,FNC,GAM,1,JUNGLE,RAZORK,False,1,1,12,2023-10-20,True,00:24:06,0,SWISS
NAUTILUS,True,B,5,FNC,GAM,1,SUPPORT,TRYIMBI,False,0,2,7,2023-10-20,True,00:24:06,0,SWISS
RAKAN,True,R,1,GAM,FNC,1,SUPPORT,PALETTE,False,0,2,3,2023-10-20,False,00:24:06,0,SWISS
KAI'SA,True,R,2,GAM,FNC,1,ADC,SLAYDER,False,1,5,2,2023-10-20,False,00:24:06,0,SWISS
K'SANTE,True,R,3,GAM,FNC,1,TOP,KIAYA,False,2,4,0,2023-10-20,False,00:24:06,0,SWISS
SEJUANI,True,R,4,GAM,FNC,1,JUNGLE,LEVI,False,1,5,2,2023-10-20,False,00:24:06,0,SWISS
JAYCE,True,R,5,GAM,FNC,1,MID,KATI,True,3,5,1,2023-10-20,False,00:24:06,0,SWISS
SYNDRA,False,B,1,FNC,GAM,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:24:06,0,SWISS
MAOKAI,False,B,2,FNC,GAM,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:24:06,0,SWISS
RUMBLE,False,B,3,FNC,GAM,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:24:06,0,SWISS
NEEKO,False,B,4,FNC,GAM,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:24:06,0,SWISS
LEE SIN,False,B,5,FNC,GAM,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:24:06,0,SWISS
POPPY,False,R,1,GAM,FNC,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:24:06,0,SWISS
ORIANA,False,R,2,GAM,FNC,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:24:06,0,SWISS
TALIYAH,False,R,3,GAM,FNC,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:24:06,0,SWISS
IVERN,False,R,4,GAM,FNC,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:24:06,0,SWISS
JARVEN IV,False,R,5,GAM,FNC,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:24:06,0,SWISS
XAYAH,True,B,1,GEN,T1,1,ADC,PEYZ,False,4,1,4,2023-10-20,True,00:29:37,0,SWISS
RAKAN,True,B,2,GEN,T1,1,SUPPORT,DELIGHT,False,1,2,8,2023-10-20,True,00:29:37,0,SWISS
RUMBLE,True,B,3,GEN,T1,1,TOP,DORAN,False,3,1,7,2023-10-20,True,00:29:37,0,SWISS
AKALI,True,B,4,GEN,T1,1,MID,CHOVY,False,4,0,5,2023-10-20,True,00:29:37,0,SWISS
KHA'ZIX,True,B,5,GEN,T1,1,JUNGLE,PEANUT,False,2,2,3,2023-10-20,True,00:29:37,0,SWISS
KAI'SA,True,R,1,T1,GEN,1,ADC,GUMAYUSI,False,0,3,2,2023-10-20,False,00:29:37,0,SWISS
ORIANA,True,R,2,T1,GEN,1,MID,FAKER,True,4,4,1,2023-10-20,False,00:29:37,0,SWISS
ALISTAR,True,R,3,T1,GEN,1,SUPPORT,KERIA,False,0,3,2,2023-10-20,False,00:29:37,0,SWISS
JARVAN IV,True,R,4,T1,GEN,1,JUNGLE,ONER,False,2,3,3,2023-10-20,False,00:29:37,0,SWISS
AATROX,True,R,5,T1,GEN,1,TOP,ZEUS,False,0,2,0,2023-10-20,False,00:29:37,0,SWISS
CAITLYN,False,B,1,GEN,T1,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:29:37,0,SWISS
RENATA,False,B,2,GEN,T1,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:29:37,0,SWISS
KALISTA,False,B,3,GEN,T1,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:29:37,0,SWISS
JAX,False,B,4,GEN,T1,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:29:37,0,SWISS
LEE SIN,False,B,5,GEN,T1,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:29:37,0,SWISS
MAOKAI,False,R,1,T1,GEN,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:29:37,0,SWISS
VI,False,R,2,T1,GEN,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:29:37,0,SWISS
POPPY,False,R,3,T1,GEN,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:29:37,0,SWISS
AZIR,False,R,4,T1,GEN,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:29:37,0,SWISS
SYLAS,False,R,5,T1,GEN,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:29:37,0,SWISS
ORIANA,True,B,1,G2,WBG,1,MID,CAPS,False,6,4,16,2023-10-20,True,00:38:22,0,SWISS
XAYAH,True,B,2,G2,WBG,1,ADC,HANS SAMA,False,9,6,10,2023-10-20,True,00:38:22,0,SWISS
RAKAN,True,B,3,G2,WBG,1,SUPPORT,MIKYX,False,2,5,23,2023-10-20,True,00:38:22,0,SWISS
YONE,True,B,4,G2,WBG,1,TOP,BROKENBLADE,False,6,4,10,2023-10-20,True,00:38:22,0,SWISS
RELL,True,B,5,G2,WBG,1,JUNGLE,YIKE,False,3,4,20,2023-10-20,True,00:38:22,0,SWISS
VI,True,R,1,WBG,G2,1,JUNGLE,WEIWEI,False,5,4,10,2023-10-20,False,00:38:22,0,SWISS
KAI'SA,True,R,2,WBG,G2,1,ADC,LIGHT,False,4,4,7,2023-10-20,False,00:38:22,0,SWISS
AZIR,True,R,3,WBG,G2,1,MID,XIAOHU,False,5,5,10,2023-10-20,False,00:38:22,0,SWISS
K'SANTE,True,R,4,WBG,G2,1,TOP,THESHY,True,9,6,7,2023-10-20,False,00:38:22,0,SWISS
LEONA,True,R,5,WBG,G2,1,SUPPORT,CRISP,False,0,7,9,2023-10-20,False,00:38:22,0,SWISS
POPPY,False,B,1,G2,WBG,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:38:22,0,SWISS
RUMBLE,False,B,2,G2,WBG,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:38:22,0,SWISS
JARVAN IV,False,B,3,G2,WBG,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:38:22,0,SWISS
NAUTILUS,False,B,4,G2,WBG,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:38:22,0,SWISS
JAX,False,B,5,G2,WBG,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:38:22,0,SWISS
DRAVEN,False,R,1,WBG,G2,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:38:22,0,SWISS
KALISTA,False,R,2,WBG,G2,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:38:22,0,SWISS
MAOKAI,False,R,3,WBG,G2,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:38:22,0,SWISS
RENEKTON,False,R,4,WBG,G2,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:38:22,0,SWISS
LEE SIN,False,R,5,WBG,G2,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:38:22,0,SWISS
KALISTA,True,B,1,JDG,BLG,1,ADC,RULER,False,8,1,5,2023-10-20,True,00:24:36,0,SWISS
JARVAN IV,True,B,2,JDG,BLG,1,JUNGLE,KANAVI,False,6,2,12,2023-10-20,True,00:24:36,0,SWISS
RENATA,True,B,3,JDG,BLG,1,SUPPORT,MISSING,False,0,1,12,2023-10-20,True,00:24:36,0,SWISS
RENEKTON,True,B,4,JDG,BLG,1,TOP,369,False,3,1,5,2023-10-20,True,00:24:36,0,SWISS
VEX,True,B,5,JDG,BLG,1,MID,KNIGHT,True,2,2,12,2023-10-20,True,00:24:36,0,SWISS
TALIYAH,True,R,1,BLG,JDG,1,MID,YAGAO,False,0,5,6,2023-10-20,False,00:24:36,0,SWISS
VI,True,R,2,BLG,JDG,1,JUNGLE,XUN,False,1,4,4,2023-10-20,False,00:24:36,0,SWISS
BLITZCRANK,True,R,3,BLG,JDG,1,SUPPORT,ON,False,1,3,4,2023-10-20,False,00:24:36,0,SWISS
KAI'SA,True,R,4,BLG,JDG,1,ADC,ELK,False,2,3,3,2023-10-20,False,00:24:36,0,SWISS
AATROX,True,R,5,BLG,JDG,1,TOP,BIN,False,3,4,0,2023-10-20,False,00:24:36,0,SWISS
JAX,False,B,1,JDG,BLG,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:24:36,0,SWISS
NEEKO,False,B,2,JDG,BLG,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:24:36,0,SWISS
RAKAN,False,B,3,JDG,BLG,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:24:36,0,SWISS
GWEN,False,B,4,JDG,BLG,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:24:36,0,SWISS
XAYAH,False,B,5,JDG,BLG,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:24:36,0,SWISS
JAYCE,False,R,1,BLG,JDG,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:24:36,0,SWISS
AHRI,False,R,2,BLG,JDG,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:24:36,0,SWISS
ORIANA,False,R,3,BLG,JDG,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:24:36,0,SWISS
SYNDRA,False,R,4,BLG,JDG,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:24:36,0,SWISS
ORNN,False,R,5,BLG,JDG,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:24:36,0,SWISS
AZIR,True,B,1,DK,KT,1,MID,SHOWMAKER,False,1,1,3,2023-10-20,False,00:31:57,0,SWISS
JAX,True,B,2,DK,KT,1,TOP,CANNA,False,1,3,2,2023-10-20,False,00:31:57,0,SWISS
JARVAN IV,True,B,3,DK,KT,1,JUNGLE,CANYON,False,1,4,1,2023-10-20,False,00:31:57,0,SWISS
ZIGGS,True,B,4,DK,KT,1,ADC,DEFT,False,1,4,1,2023-10-20,False,00:31:57,0,SWISS
LEONA,True,B,5,DK,KT,1,SUPPORT,KELLIN,False,0,4,1,2023-10-20,False,00:31:57,0,SWISS
XAYAH,True,R,1,KT,DK,1,ADC,AIMING,False,9,0,6,2023-10-20,True,00:31:57,0,SWISS
ALISTAR,True,R,2,KT,DK,1,SUPPORT,LEHENDS,False,1,1,11,2023-10-20,True,00:31:57,0,SWISS
ORIANA,True,R,3,KT,DK,1,MID,BDD,False,2,1,12,2023-10-20,True,00:31:57,0,SWISS
RENEKTON,True,R,4,KT,DK,1,TOP,KIIN,False,1,2,11,2023-10-20,True,00:31:57,0,SWISS
SEJUANI,True,R,5,KT,DK,1,JUNGLE,CUZZ,True,3,0,9,2023-10-20,True,00:31:57,0,SWISS
MAOKAI,False,B,1,DK,KT,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:31:57,0,SWISS
TALIYAH,False,B,2,DK,KT,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:31:57,0,SWISS
RUMBLE,False,B,3,DK,KT,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:31:57,0,SWISS
K'SANTE,False,B,4,DK,KT,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:31:57,0,SWISS
AKALI,False,B,5,DK,KT,1,BAN,BAN,False,0,0,0,2023-10-20,False,00:31:57,0,SWISS
LEE SIN,False,R,1,KT,DK,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:31:57,0,SWISS
POPPY,False,R,2,KT,DK,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:31:57,0,SWISS
KALISTA,False,R,3,KT,DK,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:31:57,0,SWISS
CAITLYN,False,R,4,KT,DK,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:31:57,0,SWISS
RENATA,False,R,5,KT,DK,1,BAN,BAN,False,0,0,0,2023-10-20,True,00:31:57,0,SWISS
ORIANA,True,B,1,JDG,LNG,1,MID,KNIGHT,True,6,2,8,2023-10-21,True,00:27:35,0,SWISS
VI,True,B,2,JDG,LNG,1,JUNGLE,KANAVI,False,4,1,10,2023-10-21,True,00:27:35,0,SWISS
ZERI,True,B,3,JDG,LNG,1,ADC,RULER,False,4,2,3,2023-10-21,True,00:27:35,0,SWISS
K'SANTE,True,B,4,JDG,LNG,1,TOP,369,False,0,2,11,2023-10-21,True,00:27:35,0,SWISS
LULU,True,B,5,JDG,LNG,1,SUPPORT,MISSING,False,1,0,13,2023-10-21,True,00:27:35,0,SWISS
KAI'SA,True,R,1,LNG,JDG,1,ADC,GALA,False,3,2,1,2023-10-21,False,00:27:35,0,SWISS
ALISTAR,True,R,2,LNG,JDG,1,SUPPORT,HANG,False,0,3,4,2023-10-21,False,00:27:35,0,SWISS
AKALI,True,R,3,LNG,JDG,1,MID,SCOUT,False,1,4,4,2023-10-21,False,00:27:35,0,SWISS
LEE SIN,True,R,4,LNG,JDG,1,JUNGLE,TARZAN,False,2,3,2,2023-10-21,False,00:27:35,0,SWISS
CAMILLE,True,R,5,LNG,JDG,1,TOP,ZIKA,False,1,3,2,2023-10-21,False,00:27:35,0,SWISS
AZIR,False,B,1,JDG,LNG,1,BAN,BAN,False,0,0,0,2023-10-21,True,00:27:35,0,SWISS
MAOKAI,False,B,2,JDG,LNG,1,BAN,BAN,False,0,0,0,2023-10-21,True,00:27:35,0,SWISS
RUMBLE,False,B,3,JDG,LNG,1,BAN,BAN,False,0,0,0,2023-10-21,True,00:27:35,0,SWISS
JAX,False,B,4,JDG,LNG,1,BAN,BAN,False,0,0,0,2023-10-21,True,00:27:35,0,SWISS
GWEN,False,B,5,JDG,LNG,1,BAN,BAN,False,0,0,0,2023-10-21,True,00:27:35,0,SWISS
KALISTA,False,R,1,LNG,JDG,1,BAN,BAN,False,0,0,0,2023-10-21,False,00:27:35,0,SWISS
XAYAH,False,R,2,LNG,JDG,1,BAN,BAN,False,0,0,0,2023-10-21,False,00:27:35,0,SWISS
RAKAN,False,R,3,LNG,JDG,1,BAN,BAN,False,0,0,0,2023-10-21,False,00:27:35,0,SWISS
ORNN,False,R,4,LNG,JDG,1,BAN,BAN,False,0,0,0,2023-10-21,False,00:27:35,0,SWISS
RENEKTON,False,R,5,LNG,JDG,1,BAN,BAN,False,0,0,0,2023-10-21,False,00:27:35,0,SWISS
XAYAH,True,B,1,LNG,JDG,2,ADC,GALA,False,3,1,8,2023-10-21,True,00:28:27,0,SWISS
JARVAN IV,True,B,2,LNG,JDG,2,JUNGLE,TARZAN,False,2,0,11,2023-10-21,True,00:28:27,0,SWISS
RAKAN,True,B,3,LNG,JDG,2,SUPPORT,HANG,False,0,1,13,2023-10-21,True,00:28:27,0,SWISS
RENEKTON,True,B,4,LNG,JDG,2,TOP,ZIKA,False,4,0,5,2023-10-21,True,00:28:27,0,SWISS
SYLAS,True,B,5,LNG,JDG,2,MID,SCOUT,True,5,0,6,2023-10-21,True,00:28:27,0,SWISS
JAYCE,True,R,1,JDG,LNG,2,MID,KNIGHT,False,0,3,2,2023-10-21,False,00:28:27,0,SWISS
MAOKAI,True,R,2,JDG,LNG,2,JUNGLE,KANAVI,False,1,3,1,2023-10-21,False,00:28:27,0,SWISS
KAI'SA,True,R,3,JDG,LNG,2,ADC,RULER,False,0,1,1,2023-10-21,False,00:28:27,0,SWISS
RELL,True,R,4,JDG,LNG,2,SUPPORT,MISSING,False,0,4,1,2023-10-21,False,00:28:27,0,SWISS
K'SANTE,True,R,5,JDG,LNG,2,TOP,369,False,1,3,1,2023-10-21,False,00:28:27,0,SWISS
KALISTA,False,B,1,LNG,JDG,2,BAN,BAN,False,0,0,0,2023-10-21,True,00:28:27,0,SWISS
VI,False,B,2,LNG,JDG,2,BAN,BAN,False,0,0,0,2023-10-21,True,00:28:27,0,SWISS
ORNN,False,B,3,LNG,JDG,2,BAN,BAN,False,0,0,0,2023-10-21,True,00:28:27,0,SWISS
ALISTAR,False,B,4,LNG,JDG,2,BAN,BAN,False,0,0,0,2023-10-21,True,00:28:27,0,SWISS
GWEN,False,B,5,LNG,JDG,2,BAN,BAN,False,0,0,0,2023-10-21,True,00:28:27,0,SWISS
AZIR,False,R,1,JDG,LNG,2,BAN,BAN,False,0,0,0,2023-10-21,False,00:28:27,0,SWISS
ORIANA,False,R,2,JDG,LNG,2,BAN,BAN,False,0,0,0,2023-10-21,False,00:28:27,0,SWISS
RUMBLE,False,R,3,JDG,LNG,2,BAN,BAN,False,0,0,0,2023-10-21,False,00:28:27,0,SWISS
NEEKO,False,R,4,JDG,LNG,2,BAN,BAN,False,0,0,0,2023-10-21,False,00:28:27,0,SWISS
AHRI,False,R,5,JDG,LNG,2,BAN,BAN,False,0,0,0,2023-10-21,False,00:28:27,0,SWISS
KAI'SA,True,B,1,JDG,LNG,3,ADC,RULER,False,3,2,7,2023-10-21,True,00:26:32,0,SWISS
NEEKO,True,B,2,JDG,LNG,3,MID,KNIGHT,False,4,0,6,2023-10-21,True,00:26:32,0,SWISS
RAKAN,True,B,3,JDG,LNG,3,SUPPORT,MISSING,False,1,1,12,2023-10-21,True,00:26:32,0,SWISS
WUKONG,True,B,4,JDG,LNG,3,JUNGLE,KANAVI,False,2,2,4,2023-10-21,True,00:26:32,0,SWISS
AATROX,True,B,5,JDG,LNG,3,TOP,369,False,4,1,9,2023-10-21,True,00:26:32,0,SWISS
VI,True,R,1,LNG,JDG,3,JUNGLE,TARZAN,False,1,2,4,2023-10-21,False,00:26:32,0,SWISS
AHRI,True,R,2,LNG,JDG,3,MID,SCOUT,True,3,2,2,2023-10-21,False,00:26:32,0,SWISS
